Objective1,Objective2,Objective3
25,425.365514206207,2592.5373179185744
40,349.22770643469477,3049.4358555334934
27,406.18176816855856,2504.4511774772045
25,426.0459673453389,2591.112910797203
30,384.4116166792697,2616.7462772832537
35,362.1692751177009,2923.831607414881
34,364.70042545136243,2883.4898981654833
36,357.6786982881609,2957.2393996217534
39,350.97502536223266,3004.791643394323
25,424.44885422426404,2672.651722247556
26,414.5962098276065,2540.4348907535036
26,419.1818769610707,2528.451490663899
38,351.9922146754031,2982.5557907521843
32,372.8500763988999,2826.9950415575913
29,392.23391540011363,2571.5313896074344
31,383.5962076903121,2687.9844706575545
27,404.5429037682483,2511.505031057025
32,375.77390896946815,2733.1993583333738
28,397.1845533644268,2547.909022266569
33,368.4751650103257,2851.264362641732
32,375.77390896946815,2733.1993583333738
29,392.23391540011363,2571.5313896074344
28,397.1845533644268,2547.909022266569
31,377.8569669013371,2771.4485459708094
33,368.4751650103257,2851.264362641732
31,377.8569669013371,2771.4485459708094
37,353.3856043090173,2962.5557907521843
27,404.5429037682483,2511.505031057025
37,353.3856043090173,2962.5557907521843
31,377.8569669013371,2771.4485459708094
