Objective1,Objective2,Objective3
25,747.8749698167655,1759.787560551301
35,703.9619119974412,2595.568155371293
38,699.6974123056367,2536.922732064485
38,699.6974123056367,2536.922732064485
29,719.9790761143431,1970.8630802816476
36,702.5456287382899,2423.7159891208435
30,715.6146140806898,2476.8702932096217
26,731.6154678227155,2124.9901263758047
27,732.4270058189504,1874.8114228105007
25,743.118483107387,1799.5810701902008
33,710.241776479625,2209.839407763113
33,708.4042990919112,2320.8794218531575
27,727.8677911962619,1989.0256555519702
26,734.7226910221857,1835.63905925677
31,716.3506120134884,2028.4649817421725
34,706.5891543194509,2360.0221380803105
28,724.6444266979246,2063.9755905232464
28,724.914194171158,1999.352897547969
32,712.875620931439,2050.053821082741
25,735.8518345971423,2067.1119468090133
35,704.6201057334536,2381.814650117308
31,712.3337798497882,2379.934267876627
25,743.118483107387,1799.5810701902008
25,747.8749698167655,1759.787560551301
34,708.0026504525765,2245.89089792409
32,710.7281347052198,2244.955888230935
34,708.0026504525765,2245.89089792409
26,731.8697127093773,2072.544229973702
32,710.7281347052198,2244.955888230935
