Objective1,Objective2,Objective3
33,580.5940603705017,2072.3695194681795
25,638.3101275909426,1962.2551742022883
26,597.1680480688224,1771.5473364538157
25,638.3101275909426,1962.2551742022883
25,626.4626680355587,1982.9314756671954
32,582.2591185569238,2045.4407865536693
26,596.6467848407466,1825.5484551966676
31,582.8816394021728,1945.658493953676
28,589.560398659546,1842.812397060074
28,589.6118889351601,1827.2107847909892
32,581.9868848428869,2059.472122388567
30,584.0300460012102,1909.654678808901
25,632.6189698056774,1975.1445385331422
31,582.3724527906218,1946.321396017826
27,592.5020988837272,1825.7790906308842
27,593.2992719596987,1799.8390184798611
29,586.7823557385957,1857.6841454839519
33,580.6894985223546,2070.640638690926
30,584.7530872710776,1869.358161504816
30,583.7433818514875,1915.053122402775
29,587.0457579229852,1856.8680226509873
27,592.5020988837272,1825.7790906308842
25,630.4285013813566,1980.676511788608
30,583.7433818514875,1915.053122402775
29,586.5802433351273,1891.7744607546715
27,593.065980403486,1806.4944018283823
29,586.0589439133577,1895.4843335347264
29,587.1642857989689,1852.5034849480191
33,581.4531897471242,2066.613197058584
29,587.0457579229852,1856.8680226509873
27,592.5020988837272,1825.7790906308842
