Objective1,Objective2,Objective3
35,573.2171391704554,2165.6205302714934
25,616.7449575655338,2034.8680816915075
26,614.4611546586607,1755.2115408443196
31,581.4709100792174,1991.5544044149358
30,585.5221943475498,1910.280791974083
30,583.8966303648934,1969.4084425150988
26,604.5040895050129,1825.584512354611
27,598.946791456975,1788.8555740503384
34,573.8407923483525,2122.439857917338
25,613.3264161505372,2036.766177012435
29,587.8275877394349,1882.2737820246452
26,607.3559495535183,1813.6433309208148
32,578.7976012058352,2029.1360549206054
28,593.0500587724829,1845.0751512011739
34,574.8687939436221,2094.981196357311
29,590.2477355935334,1874.3078507035189
26,614.4611546586607,1755.2115408443196
35,573.2171391704554,2165.6205302714934
32,578.0227944119947,2053.9499805971395
27,594.3748325323523,1790.4180365568825
33,576.6973326575984,2050.7967422677757
27,594.3748325323523,1790.4180365568825
28,590.6299109183843,1853.0410825223003
33,575.8176997203318,2080.0567906300735
33,575.8766875535098,2076.5144792126184
28,590.6299109183843,1853.0410825223003
