Objective1,Objective2,Objective3
25,761.1725695573746,1841.265314154948
45,717.3936738015046,2755.4227388569802
39,722.229256870322,2577.398775143067
31,738.4987705551782,2033.5671522155212
27,751.0746152195024,1844.979667566478
32,736.4655814365245,2102.3988754353622
30,742.5453588115167,1964.4731858030482
41,722.5685273701218,2351.5633180261384
37,727.2216818705026,2255.5374173658156
28,748.8196053831645,1940.9134103148679
34,734.6053367576841,2146.7361211505877
26,759.0141200360592,1874.0211684805759
36,728.8523444740645,2227.7743627515756
36,731.520752986009,2186.207488723338
39,724.7356569255633,2305.359860303831
35,732.8249443511845,2154.939215108287
42,718.7231896537824,2670.928789145239
43,718.0207319170818,2693.880296345668
44,717.5336733868462,2723.793803082928
40,721.0660413946025,2617.085387467474
29,746.4598292230953,1962.6938209658836
41,719.5803930270376,2640.6715276982204
40,723.1966879065255,2327.2322679049457
26,759.0141200360592,1874.0211684805759
29,746.4598292230953,1962.6938209658836
26,759.0141200360592,1874.0211684805759
