Objective1,Objective2,Objective3
27,471.09763364458667,3926.3388467715145
27,471.3402697305961,3912.1532173387686
25,485.67457785364485,3824.3413350244714
27,471.3402697305961,3912.1532173387686
26,476.04220678089416,3863.9803399754237
26,475.7995706948847,3878.1659694081704
25,485.67457785364485,3824.3413350244714
26,475.7995706948847,3878.1659694081704
26,475.7995706948847,3878.1659694081704
27,471.09763364458667,3926.3388467715145
26,476.04220678089416,3863.9803399754237
27,471.09763364458667,3926.3388467715145
25,486.0090322992514,3787.582731806725
28,470.7201377930895,4064.0506644800657
28,470.7201377930895,4064.0506644800657
27,471.45189281776317,3912.153217338768
24,542.1832778159992,4352.118893864158
24,544.680176279963,4339.012893431283
24,543.6196055511467,4351.665815056633
25,486.0090322992514,3787.582731806725
24,544.6801762799631,4339.0128934312825
25,489.80267421258463,3767.177262456593
