Objective1,Objective2,Objective3
26,390.53432500808435,2490.502589146926
42,326.5437947597607,3234.7945436330792
25,402.9320586861973,2502.6188541322695
28,373.2071024139288,2523.218960834604
27,383.99496474299923,2502.0324761091438
39,333.65298821979536,3105.8376430713106
41,334.2211745241583,3016.0553814357995
30,364.90764902774197,2599.030658171007
33,351.34339991373355,2771.092878516264
38,334.6597618238763,2972.774658645391
34,346.27241142047257,2838.897732193954
37,337.3335619797387,2922.965432760106
25,402.9320586861973,2502.6188541322695
40,327.1748827646511,3140.226998444453
36,338.86044508202633,2901.052055629197
34,353.67097986676765,2736.2544505617802
31,361.6646366571433,2649.0052787769896
40,327.4792815077937,3113.7869407551543
32,356.1479355814355,2684.777858483547
35,344.3354801873072,2864.742220359271
31,360.83462564141627,2661.4954415344164
35,352.07811659470303,2764.524337137198
29,369.07326260227103,2581.889597849224
32,356.1479355814355,2684.777858483547
35,340.70872999647025,2878.723837261243
29,369.07326260227103,2581.889597849224
29,369.07326260227103,2581.889597849224
