Objective1,Objective2,Objective3
25,422.1254485296019,2005.508548688776
36,367.48826604626083,2273.4638066124226
27,405.85661962644554,1874.4288731123029
34,368.8630820784143,2151.505171225998
30,382.5346010834575,2040.2649893904425
32,373.4780178307562,2086.886594576233
33,370.43393479096756,2120.0200722553036
29,389.0502158476233,1974.0116138597155
25,415.28315242810686,2118.6443027530254
27,400.9062441285744,2033.8479991263926
29,389.6709934572047,1951.3533388809212
26,418.78918471145715,1925.2832989970445
28,394.0395191438603,1919.7412334291723
26,408.7760162670071,2022.5332127547977
28,394.0395191438603,1919.7412334291723
25,420.6340427110001,2071.607683144213
26,409.10214746515913,1966.0726461323657
31,379.266401300646,2094.0570867248825
31,377.5485674064203,2103.0774142518644
27,403.37269061252516,1908.5481034133231
31,379.266401300646,2094.0570867248825
27,402.9427745294282,2027.5662649071567
