Objective1,Objective2,Objective3
30,386.6594702594568,2810.002402952358
25,443.2050280902125,2717.4029911276016
27,404.82389713055267,2634.608721069921
26,415.1569447690207,2641.6031472432855
30,387.5349070475518,2804.432371530915
28,396.1574049558263,2708.910752827411
28,401.053756156444,2677.6116072811865
27,402.47596391058954,2647.507616704033
29,391.0335310377105,2755.7431814047955
29,392.5937665656605,2729.1411888009184
29,391.6161657617681,2742.653313407204
26,415.1569447690207,2641.6031472432855
28,401.95745221102857,2672.1878884557846
26,415.1569447690207,2641.6031472432855
28,396.1539826809904,2722.7442390111078
26,415.1569447690207,2641.6031472432855
26,415.1569447690207,2641.6031472432855
26,415.1569447690207,2641.6031472432855
26,415.1569447690207,2641.6031472432855
