Objective1,Objective2,Objective3
25,1796.312190146694,2762.050351401256
27,1768.531197932739,2373.422398608105
48,1729.9760186390629,4038.9664290525952
25,1780.6747235946132,3273.933698341467
25,1775.93846335973,3387.2176305210887
30,1750.4524552424007,2587.018146237162
36,1738.1296654437865,3015.001737051792
28,1752.7207195948401,2430.5425150711776
42,1732.4579057168798,3892.791364260632
37,1736.9674231323922,2962.7855543660103
26,1761.8579457585795,2417.554489042195
39,1734.4570788796739,3634.3097915151343
35,1741.1412738697243,2714.638395014773
25,1785.0068376744541,2828.8098008032034
45,1730.9171946790548,3775.119970476008
47,1730.3602725316875,3934.063224223807
26,1755.2134417062853,2622.535714439278
33,1742.3902267253593,2645.60552095427
40,1733.7681381263378,3667.38529379265
31,1744.474729993236,2665.8679748975637
31,1747.6620276532403,2627.7715414327927
44,1731.8621342823858,3678.6115374536625
32,1743.2054288420438,2613.988856446679
44,1731.8336034947283,3751.3372375902804
39,1735.5939129970714,3014.6894601743215
25,1785.0068376744541,2828.8098008032034
39,1734.4237659493403,3650.0097422286785
