Objective1,Objective2,Objective3
25,551.8636462311381,1994.4075241730218
26,553.1148956145773,1886.1214335329655
27,547.2718732604293,1878.1050527200648
36,514.40322416043,2234.7767379306097
35,514.6662580832875,2180.0634386658
34,516.5485393688133,2145.1645082017353
33,517.1002186516039,2114.5430035380004
30,530.1055035897649,2106.9893086311063
26,545.2595824172558,1927.562751966281
27,541.5352139646232,1894.7926341290533
31,524.104946040095,2042.279426780436
25,551.66961740079,2019.840612058489
30,531.2613961276372,2029.1891453701405
26,542.7042289396007,1945.9217015592412
31,524.104946040095,2042.279426780436
29,533.7211738647435,2084.094523249431
28,537.8237286133926,2061.141013264881
28,539.2538404749878,1981.323966598869
32,520.443907318611,2075.42919036589
29,534.6293856911202,2004.1536409486102
29,533.7211738647435,2084.094523249431
32,520.6509896507343,2072.8401425020843
28,539.2538404749878,1981.323966598869
32,520.443907318611,2075.42919036589
28,539.2538404749878,1981.323966598869
