Objective1,Objective2,Objective3
25,1852.8672868764288,3019.8724237977976
25,1816.7687705683904,3066.2377925294504
25,1824.3478762460486,3038.648092445365
25,1828.606573203136,3033.068814674917
25,1864.0448727734295,3002.007216671673
24,1858.151928972377,3010.254961109865
24,1795.1814839322144,3122.6126673040294
24,1836.523397914788,3025.832209462906
25,1821.0274675254777,3060.6585147590026
24,1839.6562347781678,3023.040850627762
24,1819.7266511192033,3066.6825886147917
24,1797.5623931507384,3069.091167449916
24,1822.8594879825832,3063.891229779648
24,1823.1060747713354,3046.367230523835
24,1819.7266511192033,3066.6825886147917
