Objective1,Objective2,Objective3
25,1465.8980637094655,2523.3776709986855
26,1454.8291214091405,2482.0273654810558
51,1397.1887583864818,3783.8721642489704
28,1428.8032642783305,2843.2962042001186
37,1410.2668806972954,3436.7141376850177
38,1412.0277952787815,2961.8112271037694
27,1430.7423339905076,2769.8365096734096
40,1406.1489785287692,3052.9218596488404
44,1401.3431897236856,3559.899829277579
26,1436.2009472395573,2679.287624531803
25,1460.7341075707573,2556.38818803532
30,1420.8760078377118,2617.060934648809
29,1443.14098024846,2611.208198106391
34,1412.3489093803146,2729.388900132899
43,1405.3117821316187,3195.003854796855
50,1397.7871799533332,3764.0449231129237
29,1449.1684264669464,2595.451140594709
32,1416.4868066098265,2653.1385212989676
36,1411.6893607145937,3358.8902221092944
41,1405.9538292965356,3074.46139343362
47,1399.3452184661205,3656.157214145966
31,1419.335369454433,2655.106670782782
36,1411.6893607145937,3358.8902221092944
33,1414.9221936299978,2677.535873956872
48,1398.297282875301,3675.5125070412537
44,1400.724346017731,3586.837333985427
26,1450.0905329455497,2519.7942744509414
46,1399.6285160026632,3677.3056080406836
42,1405.7666103508886,3161.8345858130883
46,1399.6285160026632,3677.3056080406836
43,1405.331188718971,3194.6350929501255
42,1405.7472037635364,3162.2033476598176
