Objective1,Objective2,Objective3
26,486.33951735831397,3755.4360613707813
24,520.7849197121365,3907.7298876720156
25,495.26797492042834,3724.6928628509313
24,514.2677380092204,3914.299289505158
26,475.69243795790385,3843.712714100432
25,488.13601636565704,3838.471173338363
27,482.1068068500259,3792.8822102560744
27,465.77305787610555,4101.376375459218
26,472.93915858177513,3845.657034244846
26,484.6749518520967,3799.4472149961953
25,491.5244407385672,3730.2091544745103
26,467.40341182912266,4082.433443137562
26,467.82138914448433,4007.208532998605
25,484.0466309858198,3840.0028507742863
26,469.2855286614962,3987.748967953854
26,466.5098330180915,4089.2810724444034
27,482.1068068500259,3792.8822102560744
24,500.4213895919812,4142.401211099598
24,526.6688284452136,3905.0995105522497
25,471.3269396616121,3862.3209572602136
