Objective1,Objective2,Objective3
33,1073.3169756832108,3360.9295680965547
39,1062.0317989042699,3083.9760368591883
25,1115.175568640425,2407.5476813981145
26,1105.6672680417087,2354.2375179465926
27,1099.9975210104847,2453.3136550274976
38,1064.2639232196316,2945.1913951738834
27,1096.0035474734957,3230.4235918123977
29,1091.0813780654144,2578.9059394631104
32,1078.2260235348954,2670.1278491320077
37,1069.2896063129888,2854.9337116875404
28,1091.9951123780406,3118.5265453464567
28,1097.4374906168828,2510.9771248249604
30,1088.0240406214284,2611.0074242247665
39,1062.8893422689787,3027.627455125343
34,1075.9441452674323,2909.2933198477936
35,1073.4404868883666,2746.982210913827
30,1080.2203610355116,2713.185764080683
36,1072.7362791344158,2832.7423121602346
35,1068.1204457427168,2940.1175706301055
34,1072.5528920782876,2939.6584550297935
31,1082.436021862205,2612.2158732140447
28,1091.3182983473955,3223.454968117004
31,1079.1544146807319,2806.952103707205
31,1082.436021862205,2612.2158732140447
31,1082.436021862205,2612.2158732140447
