Objective1,Objective2,Objective3
31,504.2420286771327,4606.323122882866
31,504.15546475526816,4609.428695996981
29,516.4625056229896,4442.368254601555
30,505.5817592775761,4561.255818633636
30,505.3947817959568,4561.255818633637
31,504.7074566925995,4586.659087653946
30,502.3389955514374,4617.875810603605
29,510.0943471017249,4488.469717758872
32,508.4820071405673,4366.264980409737
31,511.928807603978,4454.659249601124
30,506.18052359485483,4541.591783404716
27,534.3778215159222,4299.751562072271
28,521.3795684597312,4338.674608316626
25,576.0682125595179,4400.833931958592
31,514.3084102897393,4385.0519222258345
25,574.7938217698202,4427.374849417062
25,576.9954232386283,4398.260406196954
31,504.9061816893238,4585.8331499671485
25,573.1435076378201,4495.15284465058
25,569.9657654879678,4541.058553143041
26,551.8489188384362,4428.345576835737
30,504.82832150467806,4614.867526345676
29,509.9919523950985,4491.575290872986
27,534.0128467883678,4310.044248944067
29,517.0945637211533,4377.92961637076
29,520.8422519092742,4344.485956411904
26,546.0132248376806,4568.0392954315475
25,571.5301525024399,4535.702125164492
29,521.965808601656,4290.268118282285
29,510.0943471017249,4488.469717758872
31,504.3538518300588,4605.497185196068
29,510.3313757762874,4488.469717758871
28,521.47550885362,4331.296456237288
31,508.4328101184515,4524.158032225962
25,572.0980697206586,4498.861515981573
31,513.597772889855,4429.84802984468
25,571.8438434486173,4528.2160766922425
29,516.824839107678,4387.71270591147
27,535.561521588023,4274.489584874053
29,508.69478668711247,4545.209473539394
29,509.15451313263145,4544.815527427308
26,553.8531774443315,4313.182365171182
25,568.9486891317883,4581.048546051993
29,521.0351133920353,4333.847598474184
29,516.7645269351142,4396.109505259043
31,500.91270102912944,4666.04868796695
30,506.07127499965543,4545.76926423043
27,533.0958810800602,4323.20083432567
29,518.77952341075,4359.761002047165
26,546.6385595072297,4450.378555326725
25,575.112049078897,4425.2634819494115
28,522.5979872072824,4295.223052439465
26,551.1821072741008,4448.968706172321
27,526.5404586900969,4332.745553381264
29,521.1806037156679,4330.74202536007
30,501.01686389411947,4639.7914200420355
26,552.3950601241635,4388.087989685709
