Objective1,Objective2,Objective3
26,1627.5736465116754,2441.46130976135
24,1664.9151504010506,2454.391087163385
52,1589.343220316084,4514.571673850855
25,1632.2908361463822,2496.7798781111665
25,1662.1816906249664,2457.5943695954857
34,1606.0634928623729,2735.318054682213
37,1602.0431678200684,2907.1726236968725
31,1611.0197568961075,3506.5519046126406
29,1613.9874408236103,3181.628160523949
30,1612.706258144268,3462.916771913339
48,1590.5213699098151,4389.331977379688
35,1605.3223935953063,2763.797159297669
48,1591.8416899084555,4072.7724720871524
28,1616.9158033821107,2459.31544780088
41,1594.8614305717897,4043.4153783544352
45,1597.5284259433463,3868.8183792500677
46,1593.482663604797,3622.089185264982
49,1589.8581540308076,4409.7164555422705
40,1599.5898309146423,3795.1021253219355
43,1599.6103955038136,3703.056303826867
39,1602.0206686093547,3056.838600419809
39,1599.7890403198116,3719.078379807978
44,1597.9888085136756,3851.151425920179
46,1595.9048238421635,3083.349026762538
28,1616.439025097364,3088.576591940208
51,1589.5685768639887,4477.7400501101665
51,1589.5685768639887,4477.7400501101665
