Objective1,Objective2,Objective3
28,502.03197925685816,4306.376825186892
25,530.6899039171925,3935.9512935281073
29,497.84167328399803,4426.347706665731
26,511.8130308358136,4422.249879618425
28,498.977386732196,4321.671462781281
25,529.4791885552504,3960.5458982981945
28,502.03197925685816,4306.376825186892
28,498.45031602114386,4321.671462781282
26,518.5324021490146,4070.760504566071
26,521.8829356640471,3980.264688063715
27,512.8384734944467,4046.7453725656383
25,530.9827971597324,3910.955621176681
25,525.6382954691925,4297.491902412389
28,501.81692920093354,4310.673913228672
28,498.06910799524536,4378.433160996626
27,505.55625929006465,4401.941552237242
26,515.0837774462834,4180.949987773785
28,505.163558776372,4280.507211818323
26,514.5909463332177,4237.71168598913
27,505.8488787484274,4216.313521219626
28,502.2305265175513,4285.243253714455
25,530.4995702636314,3952.6154569665764
25,525.840420365448,3972.4309733680207
25,525.3377027810969,4410.674792734653
26,512.819643955231,4253.272340106067
27,520.3889923899079,4016.64971566141
