Objective1,Objective2,Objective3
25,505.47309447292724,3846.497532607226
26,479.7427507334898,3960.6529396967626
24,543.148702868771,4320.867439278857
27,476.70954435341054,3855.6180024305754
26,480.2694806916808,3934.0648862140906
27,477.45506783179064,3851.900694213114
26,483.66751517377975,3785.562191582541
26,480.4072853617848,3858.4721478450065
25,493.6254091138643,3862.1120957618405
26,481.6621947236704,3801.8147917534716
26,481.07047196408337,3803.6568845481734
27,471.7686285315063,4035.444902931926
26,479.1445181508312,3968.4590298816215
25,497.88089174261404,3847.591462423597
27,476.4155033970288,3855.6379156540434
