Objective1,Objective2,Objective3
30,480.980966198058,4315.977830864616
28,492.5920433825533,4077.3257430244403
30,480.980966198058,4315.977830864616
27,500.1334579012512,4038.9031564339566
28,493.74979560628736,4060.5956736795656
28,493.74979560628736,4060.5956736795656
29,487.24631205217736,4122.147707437698
28,486.24962673026596,4209.784433651934
27,487.79517173726794,4238.313367903607
29,482.37530552377564,4220.392445151828
26,506.801322028072,4050.862451181209
28,489.5590183930294,4106.574598912303
31,474.4687620826843,4433.518251778075
27,492.65103531658826,4132.289821985392
26,506.801322028072,4050.862451181209
29,479.34723454503904,4366.133356434058
29,484.1111720868781,4213.814066057102
28,486.24962673026596,4209.784433651934
28,481.44248260946836,4388.584534926505
29,474.9968483455054,4372.554848406074
27,490.10858143572335,4143.162956840786
27,501.7742151068144,4036.2607589963613
26,500.2368428356848,4220.652947346213
25,511.87756812638344,4002.4617507171647
25,511.2704770731321,4006.217088063424
26,507.6338385061073,4041.133358399579
24,572.5428679439037,4791.751990264546
24,573.5819065279946,4778.149252827457
27,498.25788932249435,4046.2536430859645
24,569.2248195543551,4798.312583538741
30,481.29798541151087,4315.977830864615
25,500.4351643007345,4073.8005636788675
29,485.6603056946902,4171.0120403770325
25,512.517746131914,4000.6716886588624
