Objective1,Objective2,Objective3
28,503.8328962791453,4334.29395421901
27,511.05225672474353,4078.3403955963877
25,526.2582404428942,3950.132177539849
25,524.4744665347447,3959.4055570981645
27,516.0530636139762,3942.2411774406955
25,524.5912978449543,3954.834177785234
27,516.0530636139762,3942.2411774406955
25,529.16629069424,3944.1561633082483
28,510.4878885461401,4070.6425762782396
24,536.5034930318641,4143.292167031484
27,508.4727463009023,4123.124797225841
24,541.627824400935,4096.857648653622
24,539.8430505888534,4113.291937242208
25,531.2346095897916,3914.3957963184703
24,545.8446028456634,4064.528983681726
27,514.1290279300908,3955.846147187767
25,527.4993480963001,3948.858163553632
25,524.1466425160899,3960.723386666411
24,541.7479769519229,4086.5715573790453
28,511.28262566472375,4056.6202827745856
27,511.05225672474353,4078.3403955963877
26,515.4885826644593,3987.710624486378
24,542.1975889160408,4072.1280516513375
28,505.63729459873133,4092.2690235671917
25,529.8603659797562,3940.68792526778
25,520.262413093331,4012.6931039015026
25,522.8939994979206,3961.3327189366014
25,520.5131006288573,4000.864151927769
26,518.753800327135,3896.1398868710844
25,541.0840016870583,3903.7128204991723
27,508.4348861152869,4235.6635829917805
25,522.6405752459727,3998.9482466920504
27,507.7707327234249,4339.582345351441
