Objective1,Objective2,Objective3
29,530.7009507520568,1930.083082240201
26,548.262006125296,1859.6358469958786
25,552.9387123865633,1902.6539772001709
25,552.6460498424883,1942.7578314619202
27,540.5286918613974,1929.8612543349957
28,533.2660898626453,1898.8825763267985
26,546.5992192891191,1900.902429161218
28,534.7070097428071,1879.1931341903958
27,541.0687689592879,1881.6319764243885
27,543.4238926279372,1876.9006132228458
27,538.2931557792957,1932.8512180038063
26,547.0928265309399,1896.024352531127
25,552.8512696149555,1916.2023403849448
27,538.2931557792957,1932.8512180038063
26,548.2529346409581,1865.7552963246549
26,548.1104392759033,1874.8764308307836
25,552.8512696149555,1916.2023403849448
25,552.8512696149555,1916.2023403849448
27,538.2931557792957,1932.8512180038063
28,534.7070097428071,1879.1931341903958
25,552.8512696149555,1916.2023403849448
27,538.2931557792957,1932.8512180038063
28,534.7070097428071,1879.1931341903958
