Objective1,Objective2,Objective3
41,626.1529476073554,2775.291279519925
25,671.6752177549226,1959.1500892144077
27,656.3051610020098,1823.7334237544067
38,629.6101147610987,2553.4011592781785
39,628.5832991909384,2725.8975601842867
26,661.960825627835,2047.9669750476169
33,640.4937496906815,2072.829331209972
30,647.7032883017328,1894.4573775666229
34,636.9540783737422,2148.384796689422
28,652.8109044478394,1861.0394287873119
26,664.7621265962409,1932.5741702279424
31,643.3007344424918,1916.4185536152825
37,632.4823668395699,2362.560414167733
40,626.998191988898,2754.008034579702
37,631.3079091984084,2521.8585412185507
36,633.4346280566266,2313.0908574303508
26,669.4193186435594,1824.6130677059318
36,633.5453553007486,2219.405301093497
32,643.0904494257151,2154.186488896614
36,633.0892402224404,2454.207936920403
29,651.0855429809253,1869.033494373378
35,635.4548233561947,2183.170015320625
29,651.0855429809253,1869.033494373378
35,635.4548233561947,2183.170015320625
36,633.0892402224404,2454.207936920403
41,626.1529476073554,2775.291279519925
32,643.0904494257151,2154.186488896614
