Objective1,Objective2,Objective3
26,719.0584723694751,1742.9273837446553
38,686.1471070018629,2230.994801701379
25,737.8179666936595,2119.527485716265
25,741.043718503282,2038.8997905647113
25,737.7977462000263,2207.4272601101666
30,702.3673150872729,1907.6856065724019
26,716.7909614794117,1786.159353260472
34,691.5038076188783,2084.955675716405
33,693.7408796665654,2053.4861820548017
29,705.2822662909894,1868.855762429644
31,700.349230533682,1960.4236886780695
35,691.1154149373534,2155.3365756370918
28,708.4830864424532,1840.0707491181454
37,687.1322121805766,2214.440977266715
32,700.0873183302684,2000.9741207722916
31,698.8282065333535,2023.882901592499
28,708.439721585935,1888.147773681712
36,688.8309388569184,2183.7618242007043
32,696.1054367870587,2033.240147177795
27,712.7879229175132,1840.6070073856474
36,690.6280918804508,2172.5015906002222
27,712.7879229175132,1840.6070073856474
38,686.1471070018629,2230.994801701379
28,708.4760943991602,1856.834337946711
